Date,flat_rate
2015/3/17,51.61948
2015/3/18,50.40746
2015/3/19,49.46478
2015/3/20,49.82389
2015/3/21,50.27279
2015/3/22,50.27279
2015/3/23,50.36257
2015/3/24,49.95856
2015/3/25,49.77901
2015/3/26,49.82389
2015/3/27,50.27279
2015/3/28,49.91367
2015/3/29,49.68923
2015/3/30,49.46478
2015/3/31,50.31768
2015/4/1,51.43992
2015/4/2,51.35014
2015/4/3,51.70926
2015/4/4,51.5297
2015/4/5,51.43992
2015/4/6,51.35014
2015/4/7,51.30525
2015/4/8,53.41505
2015/4/9,59.16091
2015/4/10,59.96892
2015/4/11,61.40539
2015/4/12,61.94406
2015/4/13,62.25829
2015/4/14,62.48273
2015/4/15,62.84185
2015/4/16,62.66229
2015/4/17,62.84185
2015/4/18,64.45787
2015/4/19,65.08633
2015/4/20,65.98412
2015/4/21,67.3308
2015/4/22,67.77969
2015/4/23,64.3232
2015/4/24,61.45028
2015/4/25,61.7645
2015/4/26,59.74448
2015/4/27,58.8018
2015/4/28,58.98135
2015/4/29,59.96892
2015/4/30,60.5076
2015/5/1,60.0587
2015/5/2,59.52003
2015/5/3,59.29558
2015/5/4,59.16091
2015/5/5,58.71202
2015/5/6,56.82666
2015/5/7,57.18577
2015/5/8,60.86671
2015/5/9,61.40539
2015/5/10,62.03384
2015/5/11,62.2134
2015/5/12,62.48273
2015/5/13,65.80456
2015/5/14,66.8819
2015/5/15,75.72514
2015/5/16,75.41091
2015/5/17,77.6105
2015/5/18,78.37362
2015/5/19,77.52072
2015/5/20,76.57804
2015/5/21,76.39848
2015/5/22,76.57804
2015/5/23,73.21133
2015/5/24,71.81975
2015/5/25,70.83218
2015/5/26,69.93439
2015/5/27,66.52279
2015/5/28,66.79213
2015/5/29,64.99654
2015/5/30,62.88674
2015/5/31,61.7645
2015/6/1,61.45028
2015/6/2,60.82182
2015/6/3,60.77694
2015/6/4,60.10359
2015/6/5,60.41782
2015/6/6,60.64227
2015/6/7,61.31561
2015/6/8,61.31561
2015/6/9,61.85428
2015/6/10,61.85428
2015/6/11,60.77694
2015/6/12,60.9116
2015/6/13,61.58495
2015/6/14,61.67472
2015/6/15,62.93163
2015/6/16,64.99654
2015/6/17,67.55525
2015/6/18,68.67748
2015/6/19,70.02417
2015/6/20,71.72997
2015/6/21,71.90953
2015/6/22,71.90953
2015/6/23,71.46063
2015/6/24,70.78729
2015/6/25,69.39572
2015/6/26,65.13122
2015/6/27,64.99654
2015/6/28,64.45787
2015/6/29,63.64986
2015/6/30,63.29074
2015/7/1,62.6174
2015/7/2,61.49517
2015/7/3,61.13605
2015/7/4,61.49517
2015/7/5,62.03384
2015/7/6,62.66229
2015/7/7,65.26588
2015/7/8,67.51036
2015/7/9,69.26105
2015/7/10,70.20373
2015/7/11,72.26865
2015/7/12,72.8971
2015/7/13,73.97445
2015/7/14,74.96201
2015/7/15,75.59047
2015/7/16,80.21409
2015/7/17,82.50346
2015/7/18,82.59323
2015/7/19,82.81768
2015/7/20,83.1319
2015/7/21,82.77279
2015/7/22,79.54075
2015/7/23,76.35359
2015/7/24,74.87224
2015/7/25,73.61533
2015/7/26,72.4482
2015/7/27,71.1913
2015/7/28,70.38329
2015/7/29,65.53522
2015/7/30,59.96892
2015/7/31,56.15332
2015/8/1,55.92887
2015/8/2,54.9413
2015/8/3,54.76174
2015/8/4,53.32528
2015/8/5,52.29282
2015/8/6,50.09323
2015/8/7,48.02832
2015/8/8,45.9634
2015/8/9,44.97583
2015/8/10,43.89848
2015/8/11,42.19268
2015/8/12,40.84599
2015/8/13,40.93577
2015/8/14,39.9482
2015/8/15,38.6913
2015/8/16,38.60152
2015/8/17,38.2424
2015/8/18,37.70373
2015/8/19,36.17749
2015/8/20,33.30456
2015/8/21,30.52141
2015/8/22,29.89296
2015/8/23,29.89296
2015/8/24,29.89296
2015/8/25,29.7134
2015/8/26,28.99516
2015/8/27,28.95028
2015/8/28,29.80318
2015/8/29,30.43163
2015/8/30,31.32942
2015/8/31,31.95787
2015/9/1,32.13743
2015/9/2,32.40677
2015/9/3,34.92058
2015/9/4,43.53936
2015/9/5,46.68163
2015/9/6,46.86119
2015/9/7,46.77141
2015/9/8,47.93854
2015/9/9,47.84876
2015/9/10,48.47721
2015/9/11,48.38743
2015/9/12,48.38743
2015/9/13,48.65677
2015/9/14,49.19544
2015/9/15,49.24033
2015/9/16,53.41505
2015/9/17,54.4924
2015/9/18,59.96892
2015/9/19,63.29074
2015/9/20,63.4703
2015/9/21,63.69475
2015/9/22,63.9192
2015/9/23,62.84185
2015/9/24,62.57251
2015/9/25,62.57251
2015/9/26,62.66229
2015/9/27,62.93163
2015/9/28,63.11119
2015/9/29,64.99654
2015/9/30,66.65746
2015/10/1,70.02417
2015/10/2,75.50069
2015/10/3,82.77279
2015/10/4,87.35152
2015/10/5,88.24931
2015/10/6,88.24931
2015/10/7,87.93508
2015/10/8,86.90263
2015/10/9,87.53107
2015/10/10,87.17196
2015/10/11,86.72307
2015/10/12,86.31906
2015/10/13,86.09461
2015/10/14,83.1768
2015/10/15,80.70787
2015/10/16,78.91229
2015/10/17,77.83495
2015/10/18,77.11671
2015/10/19,73.43578
2015/10/20,70.83218
2015/10/21,69.70995
2015/10/22,64.99654
2015/10/23,61.13605
2015/10/24,60.32804
2015/10/25,58.62224
2015/10/26,57.99379
2015/10/27,55.74931
2015/10/28,48.97099
2015/10/29,46.77141
2015/10/30,50.90124
2015/10/31,54.9413
2015/11/1,61.58495
2015/11/2,63.73964
2015/11/3,64.09875
2015/11/4,66.0739
2015/11/5,65.44544
2015/11/6,66.0739
2015/11/7,66.34323
2015/11/8,66.61257
2015/11/9,66.8819
2015/11/10,65.1761
2015/11/11,65.44544
2015/11/12,62.84185
2015/11/13,62.52763
2015/11/14,62.43785
2015/11/15,62.30318
2015/11/16,62.30318
2015/11/17,62.30318
2015/11/18,61.49517
2015/11/19,61.31561
2015/11/20,61.85428
2015/11/21,62.12362
2015/11/22,61.67472
2015/11/23,61.58495
2015/11/24,60.95649
2015/11/25,60.82182
2015/11/26,61.22583
2015/11/27,61.31561
2015/11/28,61.49517
2015/11/29,61.58495
2015/11/30,62.07873
2015/12/1,62.2134
